AX,AY,AZ,GPS_Lat,GPS_Long,GX,GY,GZ
0.23715429,-0.3502054,-0.13662004,33.8368052,-84.311771,-0.08324288,-0.055096008,0.30302805
-0.53289807,1.092694,0.22983061,33.8368052,-84.311771,0.17606768,0.67013514,-1.7750496
-0.6740455,1.2749873,0.20373166,33.8368052,-84.311771,0.6036606,0.078451924,9.761575
0.02716422,0.1190432,-0.0030626326,33.8368052,-84.311771,-2.2038403,-0.39705056,12.034884
0.47670543,1.0764488,-0.8921582,33.8368052,-84.311771,-2.0798743,1.2282816,10.690422
0.4004059,-0.69694865,0.45287016,33.8368052,-84.311771,0.96118575,1.5840102,6.2623796
-0.10293109,-0.74102396,0.02716422,33.8368052,-84.311771,1.9068009,1.1258749,3.357263
0.509196,1.562209,0.79455346,33.8368052,-84.311771,-0.23355916,0.022757046,1.0522139
-0.71212864,0.8214513,0.88989455,33.8368052,-84.311771,1.534304,-1.0599992,11.795337
-0.002263685,-0.00519316,-0.000399,33.8368052,-84.311771,0.80188644,-0.7414006,9.716061
0.000266,-0.0015978953,-0.000399,33.8368052,-84.311771,0.8174571,-0.73481303,9.523225
-0.29987168,0.32690275,-0.5708481,33.8368052,-84.311771,-1.4001572,0.43178502,14.801063
0.8086682,-0.033156328,-0.33835432,33.8368052,-84.311771,-2.0289702,1.2708014,8.16978
0.2665822,-0.6673876,0.70267445,33.8368052,-84.311771,3.008721,1.9738743,4.9131265
-0.2789659,0.040213697,-0.5406212,33.8368052,-84.311771,-0.11797732,-0.041322004,0.26889247
0.37936696,1.2664652,0.37444013,33.8368052,-84.311771,4.1256127,0.72822547,19.819592
-1.5713968,-1.1619362,0.7424887,33.8368052,-84.311771,1.244451,-0.937231,9.655575
-0.000932,-0.004394212,-0.000399,33.8368052,-84.311771,1.5331063,-1.0594004,10.019089
-0.33928645,1.5660706,-3.1862032,33.8368052,-84.311771,-2.0475352,1.3282928,13.754239
